"Select Site","Site Id","Site Type","pubID","pubSubID","State","category","language","keyword","raw keyword","appID","appOS","Name","Url","tld","ts"
"","18342_2142","3","18342","18364","1","iab11,iab11-4","en","lawgovtpolitics,politics","null","null","null","bnp.org.uk","http://www.bnp.org.uk/news/national/how-bnp-created-road-brexit#{""experiment"":""network_default"",""position"":""top"",""variant"":""fallthrough""}","bnp.org.uk","1470062883683"
